ticker,from,reason_shortlist,shortlist_details,price,market_cap,sector,industry,forward_pe,peg,revenue_growth,earnings_growth,operating_margin,roe,debt_to_equity,free_cashflow,analyst_recommendation,analyst_score,analyst_count,analyst_target_mean,short_float,short_ratio,currency,financial_currency,instrument_type,price_as_of,fcf_yield,analyst_upside,next_earnings_date,earnings_date_start,earnings_date_end,earnings_date_status,days_to_earnings,next_eps_estimate,next_revenue_estimate,eps_estimate_period,eps_consensus_current,eps_consensus_30d_ago,eps_revision_30d,eps_revisions_up_30d,eps_revisions_down_30d,missing_fields,yahoo_fetched_at,yahoo_status,yahoo_errors,return_1d,return_5d,return_20d,median_dollar_volume_20,relative_volume_20,pct_relative_volume,atr14_pct,rv20,vol_expansion,pct_vol_expansion,normalized_move_1d,pct_normalized_move,distance_sma20,stretch_atr,pct_stretch_atr,breakout_direction,breakout_strength,bb_width_percentile_60,technical_source,technical_as_of,technical_status
DTE,"[""community""]","[""all-stocks #8 57 mentions 188 upvotes; options #1 9 mentions 46 upvotes""]","[{""from"": ""community"", ""Rank"": ""1"", ""Ticker"": ""DTE"", ""Name"": ""DTE Energy"", ""Best source rank"": ""1"", ""Source details"": ""all-stocks #8 57 mentions 188 upvotes; options #1 9 mentions 46 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:20.274192+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.008852459016393421,3.6756597809217695e-05,-0.011732655285143556,6274064.81,1.1065144925936554,0.537833424060969,0.01319775898009442,0.008226296152646327,0.8845837372820267,0.5100707675557975,0.6767455739009364,0.6445291235710398,-0.010769287315764351,0.8159936343743797,0.30484485574305936,none,0.0,0.016666666666666666,stage1_screen,2026-09-09,ok
SPY,"[""community""]","[""all-stocks #1 217 mentions 611 upvotes; options #3 8 mentions 12 upvotes""]","[{""from"": ""community"", ""Rank"": ""2"", ""Ticker"": ""SPY"", ""Name"": ""SPDR S&amp;P 500 ETF Trust"", ""Best source rank"": ""1"", ""Source details"": ""all-stocks #1 217 mentions 611 upvotes; options #3 8 mentions 12 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:20.274182+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.004745059133749341,0.0010438139253967638,-0.01050589212479891,944578978.595,0.933173011773154,0.37615677735438213,0.007120606710730319,0.005170528931885641,1.2061028982834188,0.8345127925966249,0.6695612130780864,0.6352749047359826,-0.0081758861527364,1.1482007762647302,0.4180729450190528,none,0.0,0.03333333333333333,stage1_screen,2026-09-09,ok
AAPL,"[""community""]","[""all-stocks #2 158 mentions 11709 upvotes; options #9 1 mentions 1 upvotes""]","[{""from"": ""community"", ""Rank"": ""3"", ""Ticker"": ""AAPL"", ""Name"": ""Apple"", ""Best source rank"": ""2"", ""Source details"": ""all-stocks #2 158 mentions 11709 upvotes; options #9 1 mentions 1 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:20.809708+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.0026560424966798335,-0.03022290545734041,0.03455401216852261,355530838.47749996,2.157356769205187,0.9308655416439847,0.023390581265795254,0.012578774003848601,0.9408836679087221,0.5743059335873707,0.11385419692128623,0.09961894393032118,0.005876291928222677,0.2512247071352499,0.0979858464888405,none,0.0,0.11666666666666667,stage1_screen,2026-09-09,ok
MU,"[""community""]","[""all-stocks #3 95 mentions 182 upvotes; options #2 8 mentions 11 upvotes""]","[{""from"": ""community"", ""Rank"": ""4"", ""Ticker"": ""MU"", ""Name"": ""Micron Technology"", ""Best source rank"": ""2"", ""Source details"": ""all-stocks #3 95 mentions 182 upvotes; options #2 8 mentions 11 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:20.809504+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",0.027422595899107227,0.101099277862301,0.18370661306949398,592137881.0,0.8659918778091117,0.3081110506260207,0.042006422107618936,0.03331490768135556,0.7283195957932943,0.32389765922700053,0.6353949501968977,0.6042460533478498,0.07591198793422209,1.8071519573778105,0.6194882961350027,none,0.0,0.0,stage1_screen,2026-09-09,ok
META,"[""community"", ""rrf""]","[""all-stocks #4 91 mentions 452 upvotes"", ""bullish 20-day breakout, 5-day momentum is in the 96% percentile, relative volume 2.65x; stock moved 2.27 ATR today and is 4.28 ATR from its 20-day mean""]","[{""from"": ""community"", ""Rank"": ""5"", ""Ticker"": ""META"", ""Name"": ""Meta Platforms (Facebook)"", ""Best source rank"": ""4"", ""Source details"": ""all-stocks #4 91 mentions 452 upvotes""}, {""from"": ""rrf"", ""Rank"": ""19"", ""Ticker"": ""META"", ""RRF score"": ""0.097285"", ""Category rank and score"": ""momentum_breakout r7 s=0.9726; stretched_reversal r16 s=0.982"", ""Direction"": ""bearish_reversal"", ""Risk"": ""normal"", ""Price"": ""$653.41"", ""Reasons"": ""bullish 20-day breakout, 5-day momentum is in the 96% percentile, relative volume 2.65x; stock moved 2.27 ATR today and is 4.28 ATR from its 20-day mean""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:21.319625+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",0.06529607408373539,0.12906068565109186,0.0906344410876132,293029460.605,2.6478839340826923,0.9635274904735982,0.027021428243478748,0.024330642297730028,0.9445396174695134,0.577572128470332,2.2683415255780033,0.9891126837234622,0.11571639552501485,4.282393753666275,0.974959172563963,bullish,1.6402289782956023,0.4166666666666667,stage1_screen,2026-09-09,ok
NVDA,"[""community""]","[""all-stocks #5 69 mentions 157 upvotes; options #4 5 mentions 9 upvotes""]","[{""from"": ""community"", ""Rank"": ""6"", ""Ticker"": ""NVDA"", ""Name"": ""NVIDIA"", ""Best source rank"": ""4"", ""Source details"": ""all-stocks #5 69 mentions 157 upvotes; options #4 5 mentions 9 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:21.319657+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.009078026746966561,0.028874890799577058,0.029064152678776933,747543688.32,0.6491898465981548,0.10887316276537834,0.034616219460032294,0.02727366717663056,0.6674295706063365,0.2640174197060425,0.2646502835538731,0.26292868807838865,0.014530544755776115,0.4197611692563079,0.15568862275449102,none,0.0,0.1,stage1_screen,2026-09-09,ok
CC,"[""community""]","[""all-stocks #31 20 mentions 25 upvotes; options #5 4 mentions 5 upvotes""]","[{""from"": ""community"", ""Rank"": ""7"", ""Ticker"": ""CC"", ""Name"": ""Chemours"", ""Best source rank"": ""5"", ""Source details"": ""all-stocks #31 20 mentions 25 upvotes; options #5 4 mentions 5 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d"", ""pct_relative_volume"", ""pct_vol_expansion"", ""pct_normalized_move"", ""pct_stretch_atr""]",2026-09-10T15:17:21.816364+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.025889967637540368,-0.0029811195760185427,0.01586230172122849,1258566.31,0.9933091998502059,,0.036805885144755565,0.02169931855428874,1.0437766317356705,,0.7221147646679538,,-0.03265780730897,0.8872985170857486,,none,0.0,0.0,stage1_screen,2026-09-09,partial
AVAV,"[""community""]","[""all-stocks #6 67 mentions 124 upvotes""]","[{""from"": ""community"", ""Rank"": ""8"", ""Ticker"": ""AVAV"", ""Name"": ""AeroVironment"", ""Best source rank"": ""6"", ""Source details"": ""all-stocks #6 67 mentions 124 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:21.816477+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.05278375470683161,-0.023126798654693026,-0.2809820334830543,6206536.605,2.0822582133020573,0.91943385955362,0.04958725876948351,0.032017092372060095,0.9011611116599344,0.5307566684812194,1.123779334321795,0.9020141535111595,-0.15036026123376167,3.0322357993762474,0.8764289602612956,none,0.0,0.9,stage1_screen,2026-09-09,ok
TSLA,"[""community""]","[""all-stocks #17 36 mentions 67 upvotes; options #6 3 mentions 4 upvotes""]","[{""from"": ""community"", ""Rank"": ""9"", ""Ticker"": ""TSLA"", ""Name"": ""Tesla"", ""Best source rank"": ""6"", ""Source details"": ""all-stocks #17 36 mentions 67 upvotes; options #6 3 mentions 4 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:22.329707+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.0007876582106578489,0.03316670411143563,0.10542209401902003,248695706.17000002,0.7679678558900751,0.20740337506804574,0.04263793913553351,0.03204185824564345,1.2405291483541099,0.8666303756124115,0.018487739350198255,0.014697876973326075,0.047837668868411724,1.1219507752555724,0.40772999455634185,none,0.0,0.0,stage1_screen,2026-09-09,ok
AEO,"[""community""]","[""all-stocks #7 67 mentions 155 upvotes""]","[{""from"": ""community"", ""Rank"": ""10"", ""Ticker"": ""AEO"", ""Name"": ""American Eagle Outfitters"", ""Best source rank"": ""7"", ""Source details"": ""all-stocks #7 67 mentions 155 upvotes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0q,,,,,,"[""price"", ""market_cap"", ""sector"", ""industry"", ""forward_pe"", ""peg"", ""revenue_growth"", ""earnings_growth"", ""operating_margin"", ""roe"", ""debt_to_equity"", ""free_cashflow"", ""analyst_recommendation"", ""analyst_score"", ""analyst_count"", ""analyst_target_mean"", ""short_float"", ""short_ratio"", ""currency"", ""financial_currency"", ""instrument_type"", ""price_as_of"", ""fcf_yield"", ""analyst_upside"", ""next_earnings_date"", ""earnings_date_start"", ""earnings_date_end"", ""earnings_date_status"", ""days_to_earnings"", ""next_eps_estimate"", ""next_revenue_estimate"", ""eps_consensus_current"", ""eps_consensus_30d_ago"", ""eps_revision_30d"", ""eps_revisions_up_30d"", ""eps_revisions_down_30d""]",2026-09-10T15:17:22.329687+00:00,error,"{""info"": ""DNSError"", ""calendar"": ""DNSError"", ""get_eps_trend"": ""DNSError"", ""get_eps_revisions"": ""DNSError"", ""get_earnings_estimate"": ""DNSError"", ""get_revenue_estimate"": ""DNSError""}",-0.0194371917609516,0.0193003618817853,-0.026497695852534586,5637156.1850000005,2.4229196526739742,0.9520958083832335,0.039539306846999134,0.0280926148026014,0.5756652936675267,0.18562874251497005,0.5013361838589006,0.49918345127925967,0.012278106508875716,0.31052912880812356,0.12030484485574305,none,0.0,0.016666666666666666,stage1_screen,2026-09-09,ok
